Entry	Gene names	Annotation	Mass
Q9Y6X0	SETBP1 KIAA0437	5 out of 5	175,008
Q86TU7	SETD3 C14orf154	5 out of 5	67,257
Q9NVD3	SETD4 C21orf18 C21orf27	3 out of 5	50,416
P17600	SYN1	5 out of 5	74,111
Q53EL9	SEZ6	5 out of 5	107,425
O15061	SYNM DMN KIAA0353 SYN	5 out of 5	172,768
Q13435	SF3B2 SAP145	5 out of 5	100,228
O43426	SYNJ1 KIAA0910	5 out of 5	173,103
A8K8P3	SFI1 KIAA0542	5 out of 5	147,664
Q9UMS6	SYNPO2	5 out of 5	117,514
Q8N3V7	SYNPO KIAA1029	5 out of 5	99,463
P23246	SFPQ PSF	5 out of 5	76,149
Q92765	FRZB FIZ FRE FRP FRZB1 SFRP3	5 out of 5	36,254
Q6FHJ7	SFRP4 FRPHE	5 out of 5	39,827
Q9H7N4	SCAF1 SFRS19 SRA1	5 out of 5	139,270
Q5T4F7	SFRP5 FRP1B SARP3	5 out of 5	35,563
Q8WV19	SFT2D1 C6orf83	3 out of 5	17,804
P0DMR2	SCGB1C2	2 out of 5	10,457
O95969	SCGB1D2 LIPHB LPNB	3 out of 5	9,925
O95562	SFT2D2 UNQ512/PRO1027	3 out of 5	17,779
Q587I9	SFT2D3	2 out of 5	21,790
P28702	RXRB NR2B2	5 out of 5	56,922
P21817	RYR1 RYDR	5 out of 5	565,176
P33764	S100A3 S100E	5 out of 5	11,713
Q92736	RYR2	5 out of 5	564,567
P46059	SLC15A1 PEPT1	5 out of 5	78,806
Q96FQ6	S100A16 S100F AAG13	5 out of 5	11,801
Q9BXP2	SLC12A9 CCC6 CIP1	5 out of 5	96,110
Q8N697	SLC15A4 PHT1 PTR4 FP12591	5 out of 5	62,034
Q9BZW2	SLC13A1 NAS1 NASI1	5 out of 5	66,134
Q96BU1	S100PBP S100PBPR	4 out of 5	45,582
Q9NRA2	SLC17A5	5 out of 5	54,640
Q9UKG4	SLC13A4 SUT1	4 out of 5	69,358
Q86YT5	SLC13A5 NACT	5 out of 5	63,062
O76054	SEC14L2 C22orf6 KIAA1186 KIAA1658	5 out of 5	46,145
Q99500	S1PR3 EDG3	5 out of 5	42,250
Q8WUM9	SLC20A1 GLVR1 PIT1	5 out of 5	73,700
Q4U2R8	SLC22A6 OAT1 PAHT	5 out of 5	61,816
Q9Y694	SLC22A7 NLT OAT2	5 out of 5	60,026
A1A5C7	SLC22A23 C6orf85	3 out of 5	73,748
Q9NSA0	SLC22A11 OAT4	5 out of 5	59,972
Q96S37	SLC22A12 OATL4 URAT1 UNQ6453/PRO34004	5 out of 5	59,630
Q9UHI7	SLC23A1 SVCT1 YSPL3	5 out of 5	64,831
Q9UGH3	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2	5 out of 5	70,337
Q6PIS1	SLC23A3 E2BP3 SVCT3	3 out of 5	64,531
Q9Y6Y8	SEC23IP MSTP053	5 out of 5	111,076
Q9BSK2	SLC25A33	5 out of 5	35,375
Q9H1U9	SLC25A51 MCART1	2 out of 5	33,672
Q5H9E4	SLC25A53 MCART6	2 out of 5	34,481
Q5VYP0	SPATA31A3 FAM75A3	2 out of 5	148,706
Q5VVP1	SPATA31A6 FAM75A6	2 out of 5	147,818
Q8IWB4	SPATA31A7 FAM75A4 FAM75A7 SPATA31A4	3 out of 5	148,734
P0DKV0	SPATA31C1 FAM75C1	3 out of 5	130,522
Q6ZQQ2	SPATA31D1 FAM75D1	2 out of 5	175,618
Q9Y2D2	SLC35A3	5 out of 5	35,985
Q9BS91	SLC35A5 UNQ164/PRO190	3 out of 5	48,500
Q9Y2P5	SLC27A5 ACSB ACSVL6 FACVL3 FATP5	5 out of 5	75,385
P78383	SLC35B1 UGTREL1	3 out of 5	35,760
Q2M3R5	SLC35G1 C10orf60 POST TMEM20	5 out of 5	39,836
Q7Z2H8	SLC36A1 PAT1	5 out of 5	53,076
Q8IUI4	SNX29P2 RUNDC2C	2 out of 5	27,226
Q495M3	SLC36A2 PAT2 TRAMD1	5 out of 5	53,216
P0CK97	SLC35E2A SLC35E2	2 out of 5	29,079
Q7Z769	SLC35E3 BLOV1 UNQ3043/PRO9859	2 out of 5	35,066
Q99624	SLC38A3 G17 NAT1 SN1 SNAT3	5 out of 5	55,773
Q08AI6	SLC38A11 AVT2	3 out of 5	44,825
Q9NY26	SLC39A1 IRT1 ZIP1 ZIRTL CGI-08 CGI-71	5 out of 5	34,250
Q6P5W5	SLC39A4 ZIP4	5 out of 5	68,408
Q8IXU6	SLC35F2	3 out of 5	41,212
Q96GZ6	SLC41A3	4 out of 5	54,767
Q8NBI5	SLC43A3 PSEC0252	3 out of 5	54,529
Q8WV83	SLC35F5 NS5ATP3 UNQ2545/PRO6097	3 out of 5	58,887
Q96JT2	SLC45A3 PCANAP6 PRST	4 out of 5	59,323
Q6UXD7	SLC49A3 MFSD7 LP2561 UNQ385/PRO717	3 out of 5	58,427
Q2Y0W8	SLC4A8 KIAA0739 NBC NBC3 NDCBE1	5 out of 5	122,938
Q9HAB3	SLC52A2 GPR172A PAR1 RFT3	5 out of 5	45,777
Q9H1V8	SLC6A17 NTT4	5 out of 5	81,001
Q695T7	SLC6A19 B0AT1	5 out of 5	71,110
Q8TBB6	SLC7A14 KIAA1613	5 out of 5	84,052
P0DJI8	SAA1	5 out of 5	13,532
P0DJI9	SAA2	5 out of 5	13,527
Q9Y2H2	INPP5F KIAA0966 SAC2 MSTP007 MSTP047	5 out of 5	128,407
A6NKF1	SAC3D1 SHD1	4 out of 5	43,553
W5XKT8	SPACA6 SPACA6P UNQ2487/PRO5774	3 out of 5	36,333
Q9UBT2	UBA2 SAE2 UBLE1B HRIHFB2115	5 out of 5	71,224
Q9NXZ1	SAGE1 SAGE	3 out of 5	99,225
O43865	AHCYL1 DCAL IRBIT XPVKONA	5 out of 5	58,951
P23526	AHCY SAHH	5 out of 5	47,716
Q9NSC2	SALL1 SAL1 ZNF794	5 out of 5	140,405
Q9BXA9	SALL3 ZNF796	5 out of 5	135,346
Q96NU1	SAMD11	3 out of 5	72,708
Q9NSD9	FARSB FARSLB FRSB HSPC173	5 out of 5	66,116
Q1RMZ1	BMT2 C7orf60 SAMTOR	4 out of 5	46,324
Q5K651	SAMD9 C7orf5 DRIF1 KIAA2004 OEF1	5 out of 5	184,281
Q9Y512	SAMM50 SAM50 CGI-51 TRG3	5 out of 5	51,976
O00422	SAP18 GIG38	5 out of 5	17,561
Q9Y3Z3	SAMHD1 MOP5	5 out of 5	72,201
Q96BY9	SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499	5 out of 5	36,975
P43007	SLC1A4 ASCT1 SATT	5 out of 5	55,723
Q9NV23	OLAH THEDC1	5 out of 5	29,931
Q9H4B6	SAV1 WW45	5 out of 5	44,634
Q9Y3A5	SBDS CGI-97	5 out of 5	28,764
Q9Y2G9	SBNO2 KIAA0963	5 out of 5	150,275
Q6UWP8	SBSN UNQ698/PRO1343	2 out of 5	60,541
Q96JE7	SEC16B KIAA1928 LZTR2 RGPR SEC16S	5 out of 5	116,604
Q96IW7	SEC22A SEC22L2	5 out of 5	34,948
A0PJK1	SLC5A10 SGLT5	5 out of 5	64,342
P60468	SEC61B	5 out of 5	9,974
Q9UPN6	SCAF8 CCAP7 KIAA1116 RBM16	5 out of 5	140,519
Q99884	SLC6A7 PROT	4 out of 5	70,911
Q9HA92	RSAD1	4 out of 5	48,714
Q92737	RASL10A RRP22	5 out of 5	22,541
Q92681	RSC1A1	5 out of 5	66,790
A6NIM6	SLC15A5	3 out of 5	65,263
Q13183	SLC13A2 NADC1 SDCT1	5 out of 5	64,410
Q6NT16	SLC18B1 C6orf192	3 out of 5	48,869
Q9H228	S1PR5 EDG8	4 out of 5	41,775
O75751	SLC22A3 EMTH OCT3	5 out of 5	61,280
P41440	SLC19A1 FLOT1 RFC1	5 out of 5	64,868
O60779	SLC19A2 THT1 TRMA	5 out of 5	55,400
Q9BZV2	SLC19A3	5 out of 5	55,665
Q8WUG5	SLC22A17 BOCT BOIT	5 out of 5	57,686
O15245	SLC22A1 OCT1	5 out of 5	61,154
A6NK97	SLC22A20P OAT6 SLC22A20	3 out of 5	60,459
Q96CQ1	SLC25A36	5 out of 5	34,283
Q63ZE4	SLC22A10 OAT5	3 out of 5	60,257
Q96DW6	SLC25A38	4 out of 5	33,566
Q8IZD6	SLC22A15 FLIPT1 UNQ9429/PRO34686	4 out of 5	60,540
Q96H78	SLC25A44 KIAA0446	2 out of 5	35,392
Q8N413	SLC25A45	3 out of 5	31,906
Q8N5S1	SLC25A41	3 out of 5	40,795
Q6Q0C1	SLC25A47 C14orf68 HDMCP HMFN1655	4 out of 5	33,435
Q8TE54	SLC26A7 SUT2	5 out of 5	72,213
Q8NG04	SLC26A10	4 out of 5	60,059
B4DYI2	SPATA31C2 FAM75C2	2 out of 5	124,429
P0C874	SPATA31D3 FAM75D3	2 out of 5	102,419
Q6ZUB0	SPATA31D4 FAM75D4	2 out of 5	102,306
Q6PCB7	SLC27A1 ACSVL5 FATP1	5 out of 5	71,108
O14975	SLC27A2 ACSVL1 FACVL1 FATP2 VLACS	5 out of 5	70,312
O43511	SLC26A4 PDS	5 out of 5	85,723
Q96G79	SLC35A4	3 out of 5	34,593
P58743	SLC26A5 PRES	5 out of 5	81,264
O00337	SLC28A1 CNT1	5 out of 5	71,584
O43868	SLC28A2 CNT2	5 out of 5	71,926
Q9H1N7	SLC35B3 C6orf196 PAPST2 CGI-19	4 out of 5	44,593
Q9HAS3	SLC28A3 CNT3	5 out of 5	76,930
Q99808	SLC29A1 ENT1	5 out of 5	50,219
Q8TBE7	SLC35G2 TMEM22	4 out of 5	46,422
Q8N808	SLC35G3 AMAC1 TMEM21A	2 out of 5	35,381
Q9NTN3	SLC35D1 KIAA0260 UGTREL7	5 out of 5	39,240
Q9BZD2	SLC29A3 ENT3 UNQ717/PRO1380	5 out of 5	51,815
Q5M8T2	SLC35D3 FRCL1	2 out of 5	44,183
Q96K37	SLC35E1 PSEC0038	3 out of 5	44,773
Q495N2	SLC36A3 PAT3 TRAMD2	4 out of 5	51,735
Q9NVC3	SLC38A7 SNAT7	4 out of 5	49,966
Q8NBW4	SLC38A9 URLC11	5 out of 5	63,776
Q92504	SLC39A7 HKE4 RING5	5 out of 5	50,118
Q8WUX1	SLC38A5 JM24 SN2 SNAT5 PP7194	5 out of 5	51,457
Q9NP94	SLC39A2 ZIP2	5 out of 5	32,742
Q9NP59	SLC40A1 FPN1 IREG1 SLC11A3 MSTP079	5 out of 5	62,542
Q96H72	SLC39A13 ZIP13	5 out of 5	39,011
Q96JW4	SLC41A2	3 out of 5	62,473
Q6U841	SLC4A10 NCBE	5 out of 5	125,946
Q5BKX6	SLC45A4 KIAA1126	3 out of 5	83,878
Q86VL8	SLC47A2 MATE2	5 out of 5	65,085
Q8TDM5	SPACA4 SAMP14 UNQ3046/PRO9862	4 out of 5	13,004
Q96E40	SPACA9 C9orf9	4 out of 5	25,166
Q96HN2	AHCYL2 KIAA0828	5 out of 5	66,721
Q8N8I0	SAMD12	1 out of 5	22,907
Q9P1V8	SAMD15 C14orf174 FAM15A	2 out of 5	77,151
Q8IVG5	SAMD9L C7orf6 DRIF2 KIAA2005 UEF	4 out of 5	184,533
Q6NUJ1	PSAPL1	4 out of 5	56,627
P07602	PSAP GLBA SAP1	5 out of 5	58,113
Q9NR31	SAR1A SAR1 SARA SARA1	5 out of 5	22,367
Q9BW04	SARG C1orf116	5 out of 5	63,964
Q9Y6X3	MAU2 KIAA0892 SCC4	5 out of 5	69,082
Q6ZMJ2	SCARA5 UNQ2938/PRO28700	4 out of 5	53,994
O95171	SCEL	5 out of 5	77,552
A0A286YF01	SCYGR7 KRTAP28-7	2 out of 5	8,951
O15127	SCAMP2	5 out of 5	36,649
Q9UQR0	SCML2	4 out of 5	77,257
Q96I15	SCLY SCL	5 out of 5	48,149
Q6NUK1	SLC25A24 APC1 MCSC1 SCAMC1	5 out of 5	53,354
Q9Y5Y9	SCN10A	5 out of 5	220,626
Q96GD3	SCMH1	5 out of 5	73,354
Q9UN30	SCML1	3 out of 5	37,447
Q9GZW5	SCAND2P SCAND2	2 out of 5	34,217
Q8IWT1	SCN4B	5 out of 5	24,969
Q14524	SCN5A	5 out of 5	226,940
Q9UIL1	SCOC SCOCO HRIHFB2072	5 out of 5	18,045
Q8NBX0	SCCPDH CGI-49	4 out of 5	47,151
P62308	SNRPG PBSCG	5 out of 5	8,496
Q9HBX9	RXFP1 LGR7	5 out of 5	86,975
Q8WXD0	RXFP2 GPR106 GREAT LGR8	5 out of 5	86,453
P48443	RXRG NR2B3	5 out of 5	50,871
P19793	RXRA NR2B1	5 out of 5	50,811
P31151	S100A7 PSOR1 S100A7C	5 out of 5	11,471
P05109	S100A8 CAGA CFAG MRP8	5 out of 5	10,835
P29377	S100G CABP9K CALB3 S100D	3 out of 5	9,016
P25815	S100P S100E	5 out of 5	10,400
P23297	S100A1 S100A	5 out of 5	10,546
P55017	SLC12A3 NCC TSC	5 out of 5	113,139
P29034	S100A2 S100L	5 out of 5	11,117
Q9H2X9	SLC12A5 KCC2 KIAA1176	5 out of 5	126,184
P33763	S100A5 S100D	5 out of 5	10,744
Q9UHW9	SLC12A6 KCC3	5 out of 5	127,617
Q9HCY8	S100A14 S100A15	5 out of 5	11,662
Q8IY34	SLC15A3 OCTP PHT2 PTR3	4 out of 5	63,560
Q9Y2C5	SLC17A4	5 out of 5	54,055
Q8WWT9	SLC13A3 NADC3 SDCT2	5 out of 5	66,841
P21453	S1PR1 CHEDG1 EDG1	5 out of 5	42,811
Q9BYT1	SLC17A9 C20orf59	4 out of 5	47,482
O95136	S1PR2 EDG5	5 out of 5	38,867
Q9UDX4	SEC14L3 TAP2	3 out of 5	46,048
O15244	SLC22A2 OCT2	5 out of 5	62,581
O95977	S1PR4 EDG6	5 out of 5	41,623
Q9UHA2	SS18L2	2 out of 5	8,835
Q9H015	SLC22A4 ETT OCTN1 UT2H	5 out of 5	62,155
O76082	SLC22A5 OCTN2	5 out of 5	62,752
Q08357	SLC20A2 GLVR2 PIT2	5 out of 5	70,392
Q86SG5	S100A7A S100A15 S100A7L1	4 out of 5	11,305
Q5SY68	S100A7L2 S100A7B	3 out of 5	11,302
Q96BI1	SLC22A18 BWR1A BWSCR1A HET IMPT1 ITM ORCTL2 SLC22A1L TSSC5	5 out of 5	44,846
Q6T423	SLC22A25 UST6	3 out of 5	61,008
Q9BZJ4	SLC25A39 CGI-69 PRO2163	3 out of 5	39,249
Q8TBP6	SLC25A40 MCFP	2 out of 5	38,125
Q3KQZ1	SLC25A35	2 out of 5	32,438
Q9BXS9	SLC26A6	5 out of 5	82,967
Q6ZT89	SLC25A48	3 out of 5	33,440
Q9UHR5	SAP30BP HCNGP HTRG HTRP	5 out of 5	33,870
Q96RN1	SLC26A8 TAT1	5 out of 5	109,006
Q86WA9	SLC26A11	5 out of 5	65,299
Q7LBE3	SLC26A9	5 out of 5	86,988
Q6ZUB1	SPATA31E1 C9orf79 FAM75E1	4 out of 5	157,136
P0CK96	SLC35E2B KIAA0447	2 out of 5	43,777
P78382	SLC35A1	5 out of 5	36,779
Q6P1M0	SLC27A4 ACSVL4 FATP4	5 out of 5	72,064
Q8TB61	SLC35B2 PAPST1 PSEC0149	5 out of 5	47,515
Q9Y2P4	SLC27A6 ACSVL2 FACVL2 FATP1	4 out of 5	70,112
Q8N357	SLC35F6 C2orf18 UNQ3047/PRO9863	5 out of 5	40,214
Q969S0	SLC35B4 YEA4 PSEC0055	5 out of 5	37,424
Q9NQQ7	SLC35C2 C20orf5 OVCOV1 CGI-15	5 out of 5	40,432
P0C7Q6	SLC35G6 AMAC1L3 TMEM21B	3 out of 5	35,103
Q76EJ3	SLC35D2 HFRC UGTREL8	5 out of 5	36,673
Q7RTT9	SLC29A4 ENT4 PMAT PSEC0113	5 out of 5	58,059
Q9H2H9	SLC38A1 ATA1 NAT2 SAT1 SNAT1	5 out of 5	54,048
A6NNN8	SLC38A8	3 out of 5	46,731
Q9ULF5	SLC39A10 KIAA1265 ZIP10	4 out of 5	94,132
Q504Y0	SLC39A12 ZIP12	5 out of 5	76,666
Q6ZMH5	SLC39A5 ZIP5	5 out of 5	56,461
Q13433	SLC39A6 LIV1 ZIP6	5 out of 5	85,047
Q5T1Q4	SLC35F1 C6orf169	2 out of 5	45,346
Q8TE82	SH3TC1	2 out of 5	146,961
Q8TF17	SH3TC2 KIAA1985 PP12494	5 out of 5	144,777
Q9UMX9	SLC45A2 AIM1 MATP	5 out of 5	58,268
Q8NBS3	SLC4A11 BTR1	5 out of 5	99,581
Q7Z3Q1	SLC46A3 FKSG16	3 out of 5	51,519
P48066	SLC6A11 GABT3 GAT3	5 out of 5	70,606
P48065	SLC6A12	5 out of 5	69,368
Q9NWF4	SLC52A1 GPR172B PAR2 RFT1	5 out of 5	46,317
Q9NQ40	SLC52A3 C20orf54 RFT2 RFVT3	5 out of 5	50,805
Q96N87	SLC6A18 XTRP2	5 out of 5	70,897
P18405	SRD5A1	5 out of 5	29,459
Q9NP91	SLC6A20 SIT1 XT3 XTRP3	5 out of 5	65,914
P31213	SRD5A2	5 out of 5	28,393
Q8TCU3	SLC7A13 AGT1 XAT2	3 out of 5	52,114
P61619	SEC61A1 SEC61A	5 out of 5	52,265
Q96CW6	SLC7A6OS	3 out of 5	35,028
P35542	SAA4 CSAA	4 out of 5	14,747
Q96ER3	SAAL1	3 out of 5	53,558
Q14151	SAFB2 KIAA0138	5 out of 5	107,473
Q9Y467	SALL2 KIAA0360 SAL2 ZNF795	5 out of 5	105,309
Q9UJQ4	SALL4 ZNF797	5 out of 5	112,231
Q9BYL1	SAMD10 C20orf136	1 out of 5	22,770
Q70HW3	SLC25A26 SAMC	5 out of 5	29,354
Q5VXD3	SAMD13 HSD-42 HSD42	2 out of 5	13,570
O75446	SAP30	5 out of 5	23,306
Q9Y6B6	SAR1B SARA2 SARB	5 out of 5	22,410
P82979	SARNP HCC1 HSPC316	5 out of 5	23,671
Q6UVJ0	SASS6 SAS6	5 out of 5	74,397
Q15020	SART3 KIAA0156 TIP110	5 out of 5	109,935
Q9NX95	SYBU GOLSYN KIAA1472	5 out of 5	72,388
Q9Y3V2	RWDD3 RSUME	5 out of 5	30,543
Q6NW29	RWDD4 FAM28A RWDD4A	3 out of 5	21,251
P57060	RWDD2B C21orf6 GL011	3 out of 5	36,332
Q9H446	RWDD1 DFRP2 CGI-24 PTD013	4 out of 5	27,940
Q9Y2B1	RXYLT1 TMEM5	5 out of 5	51,146
Q15413	RYR3 HBRR	5 out of 5	552,042
Q9Y2V3	RAX RX	5 out of 5	36,676
Q8N488	RYBP DEDAF YEAF1	5 out of 5	24,822
Q9NUL5	RYDEN C19orf66	5 out of 5	33,110
P04271	S100B	5 out of 5	10,713
P34925	RYK JTK5A	5 out of 5	67,815
Q8WXG8	S100Z	4 out of 5	11,620
P60903	S100A10 ANX2LG CAL1L CLP11	5 out of 5	11,203
P31949	S100A11 MLN70 S100C	5 out of 5	11,740
P26447	S100A4 CAPL MTS1	5 out of 5	11,729
P80511	S100A12	5 out of 5	10,575
A0AV02	SLC12A8 CCC9	5 out of 5	78,239
Q8N1F8	STK11IP KIAA1898 LIP1 LKB1IP STK11IP1	5 out of 5	120,259
P55011	SLC12A2 NKCC1	5 out of 5	131,447
Q92503	SEC14L1 SEC14L	5 out of 5	81,250
Q9UDX3	SEC14L4 TAP3	4 out of 5	46,644
O43304	SEC14L5 KIAA0420	2 out of 5	78,942
B5MCN3	SEC14L6	1 out of 5	45,364
Q8TCC7	SLC22A8 OAT3	5 out of 5	59,856
Q8N4F4	SLC22A24	2 out of 5	35,933
Q8IVM8	SLC22A9 hOAT4 OAT7 UST3	5 out of 5	62,169
A6NKX4	SLC22A31	2 out of 5	58,815
Q9Y226	SLC22A13 OCTL1 ORCTL3	5 out of 5	60,862
Q9Y267	SLC22A14 OCTL2 ORCTL4	4 out of 5	66,684
Q86VW1	SLC22A16 OCT6	5 out of 5	64,614
Q86VD7	SLC25A42	5 out of 5	35,409
Q8WUT9	SLC25A43	3 out of 5	37,718
Q6PIV7	SLC25A34	2 out of 5	32,224
Q96AG3	SLC25A46 TB1	5 out of 5	46,174
Q9Y285	FARSA FARS FARSL FARSLA	5 out of 5	57,564
Q3SY17	SLC25A52 MCART2	2 out of 5	33,721
Q5TZJ5	SPATA31A1 C9orf36 FAM75A1 FAM75A2 SPATA31A2	3 out of 5	148,561
Q5VU36	SPATA31A5 FAM75A5	2 out of 5	148,687
Q9H2B4	SLC26A1 SAT1	5 out of 5	75,016
P50443	SLC26A2 DTD DTDST	5 out of 5	81,662
P78381	SLC35A2 UGALT UGT UGTL	5 out of 5	41,307
P40879	SLC26A3 DRA	5 out of 5	84,505
Q5K4L6	SLC27A3 ACSVL3 FATP3 PSEC0067 UNQ367/PRO703	4 out of 5	78,644
Q14542	SLC29A2 DER12 ENT2 HNP36	5 out of 5	50,113
P0C7Q5	SLC35G4 AMAC1L1 SLC35G4P	2 out of 5	35,378
Q96KT7	SLC35G5 AMAC AMAC1L2	2 out of 5	35,161
L0R6Q1	SLC35A4	2 out of 5	11,133
Q9NR83	SLC2A4RG HDBP1	5 out of 5	41,267
Q6ICL7	SLC35E4	2 out of 5	36,747
Q8IZM9	SLC38A6 NAT1 SNAT6	4 out of 5	50,929
Q6YBV0	SLC36A4 PAT4	5 out of 5	56,157
Q96QD8	SLC38A2 ATA2 KIAA1382 SAT2 SNAT2	5 out of 5	56,026
Q9HBR0	SLC38A10 PP1744	4 out of 5	119,762
Q9C0K1	SLC39A8 BIGM103 ZIP8 PP3105	5 out of 5	49,631
Q969I6	SLC38A4 ATA3 NAT3 SNAT4	5 out of 5	60,764
Q9NUM3	SLC39A9 ZIP9 UNQ714/PRO1377	3 out of 5	32,251
Q9BRY0	SLC39A3 ZIP3	4 out of 5	33,601
Q8N1S5	SLC39A11 C17orf26 ZIP11	3 out of 5	35,396
Q8IVJ1	SLC41A1	5 out of 5	54,901
Q15043	SLC39A14 KIAA0062 ZIP14	5 out of 5	54,212
Q8IY50	SLC35F3	3 out of 5	46,817
A4IF30	SLC35F4 C14orf36	2 out of 5	57,809
Q9Y2W3	SLC45A1 DNB5	4 out of 5	84,541
Q9H9S3	SEC61A2	4 out of 5	52,248
Q9Y6R1	SLC4A4 NBC NBC1 NBCE1	5 out of 5	121,461
Q96FL8	SLC47A1 MATE1	5 out of 5	61,922
Q9BY07	SLC4A5 NBC4	5 out of 5	126,255
Q9Y6M7	SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6	5 out of 5	136,044
Q9NSD5	SLC6A13 GAT2	5 out of 5	68,009
Q9UN76	SLC6A14	5 out of 5	72,153
Q9H2J7	SLC6A15 B0AT2 NTT73 SBAT1	5 out of 5	81,836
Q9GZN6	SLC6A16 NTT5	3 out of 5	82,200
Q8N1H7	SIX6OS1 C14orf39	3 out of 5	68,166
Q9NTJ5	SACM1L KIAA0851	5 out of 5	66,967
Q9NZJ4	SACS KIAA0730	5 out of 5	521,126
Q9HBV2	SPACA1 SAMP32	4 out of 5	32,143
Q8IXA5	SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862	5 out of 5	23,431
Q9UBE0	SAE1 AOS1 SUA1 UBLE1A	5 out of 5	38,450
Q15424	SAFB HAP HET SAFB1	5 out of 5	102,642
P63162	SNRPN HCERN3 SMN	5 out of 5	24,614
Q2I0M5	RSPO4 C20orf182	5 out of 5	26,171
P08865	RPSA LAMBR LAMR1	5 out of 5	32,854
Q9H1X1	RSPH9 C6orf206 MRPS18AL1	5 out of 5	31,292
Q01196	RUNX1 AML1 CBFA2	5 out of 5	48,737
Q96CM3	RPUSD4	5 out of 5	42,205
Q13761	RUNX3 AML2 CBFA3 PEBP2A3	5 out of 5	44,356
Q9Y230	RUVBL2 INO80J TIP48 TIP49B CGI-46	5 out of 5	51,157
Q8NG11	TSPAN14 TM4SF14	5 out of 5	30,691
Q9UKR8	TSPAN16 TM4SF16	3 out of 5	26,266
Q96PP4	TSGA13	1 out of 5	31,778
Q86TV6	TTC7B TTC7L1	5 out of 5	94,179
Q8TAM2	TTC8 BBS8	5 out of 5	61,534
Q96AE7	TTC17	5 out of 5	129,558
P02766	TTR PALB	5 out of 5	15,887
P68036	UBE2L3 UBCE7 UBCH7	5 out of 5	17,862
P63146	UBE2B RAD6B	5 out of 5	17,312
F5GYI3	UBAP1L	2 out of 5	40,592
O14562	UBFD1 UBPH	3 out of 5	33,382
Q9Y5Z9	UBIAD1 TERE1	5 out of 5	36,831
Q9C0C9	UBE2O KIAA1734	5 out of 5	141,293
P17480	UBTF UBF UBF1	5 out of 5	89,406
P35544	FAU	2 out of 5	7,760
Q8N7F7	UBL4B	2 out of 5	19,909
Q9NPG3	UBN1	5 out of 5	121,520
Q6ZU65	UBN2 KIAA2030	3 out of 5	146,089
Q9Y2K6	USP20 KIAA1003 LSFR3A VDU2	5 out of 5	102,003
Q96K76	USP47	5 out of 5	157,311
Q3LFD5	USP41	3 out of 5	41,394
Q5T4S7	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1	5 out of 5	573,841
P68543	UBXN2A UBXD4	3 out of 5	29,278
Q9NRR5	UBQLN4 C1orf6 CIP75 UBIN	5 out of 5	63,853
Q8IWV7	UBR1	5 out of 5	200,211
P09936	UCHL1	5 out of 5	24,824
P55089	UCN	5 out of 5	13,458
P0C7P4	UQCRFS1P1 UQCRFSL1	3 out of 5	30,815
P55916	UCP3 SLC25A9	5 out of 5	34,216
Q9BZX2	UCK2 UMPK	5 out of 5	29,299
Q96PU4	UHRF2 NIRF RNF107	5 out of 5	89,985
A0JNW5	UHRF1BP1L KIAA0701 SHIP164	4 out of 5	164,199
Q9BZM5	ULBP2 N2DL2 RAET1H UNQ463/PRO791	5 out of 5	27,368
Q9BZM4	ULBP3 N2DL3 RAET1N	5 out of 5	27,949
Q8IYT8	ULK2 KIAA0623	5 out of 5	112,694
Q8IZJ1	UNC5B P53RDL1 UNC5H2 UNQ1883/PRO4326	5 out of 5	103,638
A6NJT0	UNCX UNCX4.1	3 out of 5	53,690
C9J7I0	UMAD1 RPA3-AS1 RPA3OS	2 out of 5	15,200
Q53HI1	UNC50 UNCL HSD-23 HSD23	3 out of 5	30,373
Q70J99	UNC13D	5 out of 5	123,282
Q9H3U1	UNC45A SMAP1	5 out of 5	103,077
Q9H0V1	TMEM168	2 out of 5	79,755
P16035	TIMP2	5 out of 5	24,399
Q3ZCQ8	TIMM50 TIM50 PRO1512	5 out of 5	39,646
Q969K7	TMEM54 BCLP CAC1	3 out of 5	23,772
P21580	TNFAIP3 OTUD7C	5 out of 5	89,614
Q5U3C3	TMEM164	2 out of 5	33,508
Q9Y6G1	TMEM14A C6orf73 PTD011	4 out of 5	10,712
O75509	TNFRSF21 DR6 UNQ437/PRO868	5 out of 5	71,845
Q4W5G0	TIGD2	2 out of 5	59,623
Q5BJD5	TMEM41B KIAA0033	4 out of 5	32,513
Q96JJ7	TMX3 KIAA1830 TXNDC10	5 out of 5	51,872
Q99805	TM9SF2	3 out of 5	75,776
Q8NBN3	TMEM87A PSEC0094	4 out of 5	63,430
A6NML5	TMEM212	1 out of 5	21,425
Q6UX40	TMEM107 DC20 UNQ638/PRO1268	5 out of 5	15,503
Q8WW62	TMED6 UNQ9146/PRO34237	3 out of 5	27,631
Q6ZNK6	TIFAB	5 out of 5	17,888
Q96HH4	TMEM169	2 out of 5	33,611
Q96B21	TMEM45B	2 out of 5	31,826
Q5BJH2	TMEM128	2 out of 5	18,822
Q9BU02	THTPA	5 out of 5	25,566
